1998,286260,0.1500
2000,322474,0.0980
2000,339710,0.1050
2002,330000,0.1030
2003,328000,0.1810
2004,231811,0.1900
2004,234000,0.2050
2005,122658,0.1620
2008,123104,0.1990
2009,157000,0.1080
2010,163032,0.1980
2013,128786,0.2370
